DATE,DEWP,HIDX,TEMP,WCHL
01-23T09:00:00,19.0,30.1,30.1,20.5
01-23T10:00:00,19.1,31.3,31.3,21.8
01-23T11:00:00,19.2,32.6,32.6,23.4
01-23T12:00:00,19.4,33.8,33.8,25.0
01-23T13:00:00,19.4,34.8,34.8,26.1
01-23T14:00:00,19.6,35.4,35.4,27.0
01-23T15:00:00,19.5,35.8,35.8,27.5
01-23T16:00:00,19.5,35.8,35.8,27.6
01-23T17:00:00,19.5,35.2,35.2,26.7
01-23T18:00:00,19.5,34.5,34.5,25.9
01-23T19:00:00,19.6,34.0,34.0,25.3
01-23T20:00:00,19.6,33.5,33.5,24.5
01-23T21:00:00,19.5,32.9,32.9,23.9
01-23T22:00:00,19.4,32.3,32.3,23.3
01-23T23:00:00,19.2,31.8,31.8,22.8
01-24T00:00:00,19.9,31.5,31.5,22.3
01-24T01:00:00,19.3,30.9,30.9,21.6
01-24T02:00:00,19.1,30.4,30.4,21.1
01-24T03:00:00,18.9,30.0,30.0,20.8
01-24T04:00:00,18.8,29.7,29.7,20.3
01-24T05:00:00,18.7,29.4,29.4,19.9
01-24T06:00:00,18.7,29.1,29.1,19.7
01-24T07:00:00,18.8,29.2,29.2,19.8
01-24T08:00:00,19.0,29.5,29.5,20.0
01-24T09:00:00,19.2,30.3,30.3,20.7
01-24T10:00:00,19.2,31.5,31.5,22.0
01-24T11:00:00,19.4,32.7,32.7,23.6
01-24T12:00:00,19.5,34.0,34.0,25.2
01-24T13:00:00,19.5,34.9,34.9,26.3
01-24T14:00:00,19.6,35.5,35.5,27.1
01-24T15:00:00,19.6,35.9,35.9,27.6
01-24T16:00:00,19.5,36.0,36.0,27.8
01-24T17:00:00,19.5,35.3,35.3,26.9
01-24T18:00:00,19.5,34.7,34.7,26.1
01-24T19:00:00,19.7,34.1,34.1,25.4
01-24T20:00:00,19.7,33.5,33.5,24.7
01-24T21:00:00,19.6,33.0,33.0,24.0
01-24T22:00:00,19.5,32.5,32.5,23.4
01-24T23:00:00,19.3,32.0,32.0,23.0
01-25T00:00:00,20.0,31.7,31.7,22.5
01-25T01:00:00,19.4,31.2,31.2,21.9
01-25T02:00:00,19.3,30.7,30.7,21.5
01-25T03:00:00,19.2,30.3,30.3,21.1
01-25T04:00:00,19.1,30.0,30.0,20.8
01-25T05:00:00,19.0,29.7,29.7,20.4
01-25T06:00:00,19.1,29.4,29.4,20.1
01-25T07:00:00,19.1,29.5,29.5,20.2
01-25T08:00:00,19.3,29.8,29.8,20.4
01-25T09:00:00,19.4,30.6,30.6,21.1
01-25T10:00:00,19.5,31.8,31.8,22.4
01-25T11:00:00,19.6,33.0,33.0,24.0
01-25T12:00:00,19.8,34.3,34.3,25.6
01-25T13:00:00,19.8,35.2,35.2,26.7
01-25T14:00:00,20.0,35.8,35.8,27.5
01-25T15:00:00,19.9,36.2,36.2,28.0
01-25T16:00:00,19.8,36.3,36.3,28.2
01-25T17:00:00,19.8,35.6,35.6,27.3
01-25T18:00:00,19.8,35.0,35.0,26.6
01-25T19:00:00,19.9,34.5,34.5,25.9
01-25T20:00:00,20.0,33.9,33.9,25.2
01-25T21:00:00,20.0,33.4,33.4,24.6
01-25T22:00:00,19.8,32.8,32.8,23.9
01-25T23:00:00,19.7,32.3,32.3,23.5
01-26T00:00:00,20.3,32.0,32.0,22.9
01-26T01:00:00,19.7,31.5,31.5,22.4
01-26T02:00:00,19.5,31.0,31.0,21.9
01-26T03:00:00,19.5,30.6,30.6,21.5
01-26T04:00:00,19.4,30.2,30.2,21.2
01-26T05:00:00,19.3,30.0,30.0,20.8
01-26T06:00:00,19.4,29.7,29.7,20.5
01-26T07:00:00,19.4,29.8,29.8,20.6
01-26T08:00:00,19.5,30.0,30.0,20.7
01-26T09:00:00,19.6,30.9,30.9,21.4
01-26T10:00:00,19.7,32.1,32.1,22.8
01-26T11:00:00,19.9,33.4,33.4,24.5
01-26T12:00:00,20.0,34.6,34.6,26.0
01-26T13:00:00,20.0,35.6,35.6,27.2
01-26T14:00:00,20.2,36.3,36.3,28.1
01-26T15:00:00,20.1,36.6,36.6,28.5
01-26T16:00:00,20.0,36.7,36.7,28.7
01-26T17:00:00,20.0,36.0,36.0,27.8
01-26T18:00:00,20.0,35.3,35.3,27.0
01-26T19:00:00,20.2,34.8,34.8,26.4
01-26T20:00:00,20.3,34.2,34.2,25.6
01-26T21:00:00,20.2,33.7,33.7,25.0
01-26T22:00:00,20.1,33.2,33.2,24.3
01-26T23:00:00,20.0,32.6,32.6,23.9
01-27T00:00:00,20.6,32.3,32.3,23.3
01-27T01:00:00,20.0,31.8,31.8,22.7
01-27T02:00:00,19.8,31.3,31.3,22.3
01-27T03:00:00,19.8,30.9,30.9,21.9
01-27T04:00:00,19.7,30.5,30.5,21.4
01-27T05:00:00,19.6,30.2,30.2,21.0
01-27T06:00:00,19.7,30.0,30.0,20.8
01-27T07:00:00,19.7,30.0,30.0,20.8
01-27T08:00:00,19.8,30.3,30.3,20.9
01-27T09:00:00,19.9,31.1,31.1,21.7
01-27T10:00:00,20.0,32.4,32.4,23.1
01-27T11:00:00,20.2,33.6,33.6,24.8
01-27T12:00:00,20.4,34.9,34.9,26.5
01-27T13:00:00,20.3,35.9,35.9,27.7
01-27T14:00:00,20.5,36.6,36.6,28.6
01-27T15:00:00,20.3,36.9,36.9,29.0
01-27T16:00:00,20.2,37.0,37.0,29.2
01-27T17:00:00,20.2,36.3,36.3,28.2
01-27T18:00:00,20.2,35.6,35.6,27.4
01-27T19:00:00,20.4,35.1,35.1,26.8
01-27T20:00:00,20.5,34.5,34.5,26.0
01-27T21:00:00,20.5,34.0,34.0,25.4
01-27T22:00:00,20.4,33.5,33.5,24.7
01-27T23:00:00,20.3,33.0,33.0,24.3
01-28T00:00:00,21.0,32.6,32.6,23.8
01-28T01:00:00,20.3,32.1,32.1,23.2
01-28T02:00:00,20.1,31.6,31.6,22.7
01-28T03:00:00,20.0,31.2,31.2,22.2
01-28T04:00:00,20.0,30.8,30.8,21.8
01-28T05:00:00,19.9,30.5,30.5,21.4
01-28T06:00:00,20.0,30.2,30.2,21.1
01-28T07:00:00,20.0,30.3,30.3,21.2
01-28T08:00:00,19.9,30.5,30.5,21.2
01-28T09:00:00,20.0,31.4,31.4,22.0
01-28T10:00:00,20.1,32.6,32.6,23.4
01-28T11:00:00,20.3,33.8,33.8,25.1
01-28T12:00:00,20.5,35.1,35.1,26.7
01-28T13:00:00,20.5,36.1,36.1,28.0
01-28T14:00:00,20.7,36.8,36.8,28.9
01-28T15:00:00,20.5,37.2,37.2,29.2
01-28T16:00:00,20.3,37.2,37.2,29.4
01-28T17:00:00,20.4,36.5,36.5,28.5
01-28T18:00:00,20.4,35.8,35.8,27.7
01-28T19:00:00,20.6,35.3,35.3,27.0
01-28T20:00:00,20.7,34.8,34.8,26.2
01-28T21:00:00,20.6,34.3,34.3,25.6
01-28T22:00:00,20.5,33.7,33.7,25.0
01-28T23:00:00,20.3,33.2,33.2,24.5
01-29T00:00:00,21.0,32.8,32.8,23.9
01-29T01:00:00,20.3,32.3,32.3,23.5
01-29T02:00:00,20.2,31.8,31.8,23.0
01-29T03:00:00,20.2,31.4,31.4,22.5
01-29T04:00:00,20.1,31.0,31.0,22.1
01-29T05:00:00,20.0,30.7,30.7,21.7
01-29T06:00:00,20.1,30.4,30.4,21.4
01-29T07:00:00,20.1,30.5,30.5,21.4
01-29T08:00:00,20.1,30.8,30.8,21.5
01-29T09:00:00,20.1,31.6,31.6,22.3
01-29T10:00:00,20.3,32.8,32.8,23.7
01-29T11:00:00,20.4,34.1,34.1,25.4
01-29T12:00:00,20.7,35.4,35.4,27.0
01-29T13:00:00,20.7,36.4,36.4,28.3
01-29T14:00:00,20.8,37.1,37.1,29.2
01-29T15:00:00,20.6,37.4,37.4,29.5
01-29T16:00:00,20.5,37.5,37.5,29.7
01-29T17:00:00,20.6,36.8,36.8,28.8
01-29T18:00:00,20.7,36.1,36.1,28.0
01-29T19:00:00,20.8,35.6,35.6,27.4
01-29T20:00:00,20.9,35.1,35.1,26.6
01-29T21:00:00,20.9,34.5,34.5,26.0
01-29T22:00:00,20.8,34.0,34.0,25.3
01-29T23:00:00,20.7,33.5,33.5,24.8
01-30T00:00:00,21.3,33.1,33.1,24.3
01-30T01:00:00,20.6,32.6,32.6,23.8
01-30T02:00:00,20.5,32.2,32.2,23.3
01-30T03:00:00,20.4,31.7,31.7,22.9
01-30T04:00:00,20.3,31.3,31.3,22.4
01-30T05:00:00,20.3,31.0,31.0,21.9
01-30T06:00:00,20.3,30.7,30.7,21.6
01-30T07:00:00,20.3,30.7,30.7,21.6
01-30T08:00:00,20.2,31.0,31.0,21.7
01-30T09:00:00,20.2,31.8,31.8,22.5
01-30T10:00:00,20.3,33.0,33.0,23.9
01-30T11:00:00,20.4,34.3,34.3,25.7
01-30T12:00:00,20.6,35.4,35.4,27.1
01-30T13:00:00,20.6,36.5,36.5,28.4
01-30T14:00:00,20.7,37.2,37.2,29.4
01-30T15:00:00,20.5,37.5,37.5,29.6
01-30T16:00:00,20.4,37.5,37.5,29.8
01-30T17:00:00,20.6,36.8,36.8,28.9
01-30T18:00:00,20.6,36.1,36.1,28.0
01-30T19:00:00,20.8,35.6,35.6,27.4
01-30T20:00:00,20.9,35.1,35.1,26.6
01-30T21:00:00,20.8,34.5,34.5,26.0
01-30T22:00:00,20.7,34.0,34.0,25.3
01-30T23:00:00,20.6,33.5,33.5,24.9
01-31T00:00:00,21.3,33.2,33.2,24.4
01-31T01:00:00,20.6,32.6,32.6,23.8
01-31T02:00:00,20.5,32.1,32.1,23.3
01-31T03:00:00,20.4,31.7,31.7,22.8
01-31T04:00:00,20.3,31.3,31.3,22.4
01-31T05:00:00,20.2,30.9,30.9,21.9
01-31T06:00:00,20.3,30.6,30.6,21.6
01-31T07:00:00,20.2,30.6,30.6,21.5
01-31T08:00:00,20.1,30.9,30.9,21.7
01-31T09:00:00,20.1,31.7,31.7,22.5
01-31T10:00:00,20.2,32.9,32.9,23.8
01-31T11:00:00,20.4,34.2,34.2,25.6
01-31T12:00:00,20.5,35.4,35.4,27.1
01-31T13:00:00,20.5,36.5,36.5,28.4
01-31T14:00:00,20.6,37.2,37.2,29.3
01-31T15:00:00,20.4,37.5,37.5,29.6
01-31T16:00:00,20.3,37.5,37.5,29.7
01-31T17:00:00,20.5,36.8,36.8,28.8
01-31T18:00:00,20.6,36.1,36.1,27.9
01-31T19:00:00,20.7,35.5,35.5,27.2
01-31T20:00:00,20.7,35.0,35.0,26.5
01-31T21:00:00,20.6,34.4,34.4,25.8
01-31T22:00:00,20.5,33.9,33.9,25.1
01-31T23:00:00,20.4,33.4,33.4,24.6
02-01T00:00:00,21.0,33.0,33.0,24.1
02-01T01:00:00,20.4,32.4,32.4,23.6
02-01T02:00:00,20.3,32.0,32.0,23.1
02-01T03:00:00,20.2,31.5,31.5,22.7
02-01T04:00:00,20.1,31.1,31.1,22.2
02-01T05:00:00,20.0,30.8,30.8,21.7
02-01T06:00:00,20.0,30.4,30.4,21.4
02-01T07:00:00,19.9,30.5,30.5,21.3
02-01T08:00:00,19.8,30.7,30.7,21.4
02-01T09:00:00,19.9,31.5,31.5,22.2
02-01T10:00:00,20.0,32.8,32.8,23.6
02-01T11:00:00,20.1,34.0,34.0,25.4
02-01T12:00:00,20.3,35.3,35.3,26.9
02-01T13:00:00,20.3,36.3,36.3,28.2
02-01T14:00:00,20.4,37.0,37.0,29.1
02-01T15:00:00,20.2,37.3,37.3,29.4
02-01T16:00:00,20.1,37.4,37.4,29.5
02-01T17:00:00,20.3,36.7,36.7,28.6
02-01T18:00:00,20.4,35.9,35.9,27.7
02-01T19:00:00,20.5,35.4,35.4,27.1
02-01T20:00:00,20.6,34.9,34.9,26.4
02-01T21:00:00,20.4,34.4,34.4,25.7
02-01T22:00:00,20.3,33.8,33.8,25.0
02-01T23:00:00,20.2,33.2,33.2,24.5
02-02T00:00:00,20.7,32.8,32.8,23.9
02-02T01:00:00,20.1,32.3,32.3,23.5
02-02T02:00:00,20.0,31.9,31.9,22.9
02-02T03:00:00,20.0,31.4,31.4,22.5
02-02T04:00:00,19.9,31.0,31.0,22.0
02-02T05:00:00,19.9,30.7,30.7,21.7
02-02T06:00:00,19.9,30.4,30.4,21.3
02-02T07:00:00,19.8,30.4,30.4,21.2
02-02T08:00:00,19.7,30.7,30.7,21.3
02-02T09:00:00,19.8,31.5,31.5,22.1
02-02T10:00:00,19.9,32.7,32.7,23.5
02-02T11:00:00,20.1,34.0,34.0,25.4
02-02T12:00:00,20.3,35.3,35.3,27.0
02-02T13:00:00,20.3,36.4,36.4,28.3
02-02T14:00:00,20.3,37.1,37.1,29.2
02-02T15:00:00,20.2,37.5,37.5,29.6
02-02T16:00:00,20.2,37.5,37.5,29.7
02-02T17:00:00,20.4,36.8,36.8,28.8
02-02T18:00:00,20.5,36.1,36.1,27.8
02-02T19:00:00,20.7,35.5,35.5,27.3
02-02T20:00:00,20.7,35.0,35.0,26.5
02-02T21:00:00,20.6,34.5,34.5,25.9
02-02T22:00:00,20.5,33.9,33.9,25.2
02-02T23:00:00,20.4,33.3,33.3,24.7
02-03T00:00:00,20.8,32.8,32.8,24.0
02-03T01:00:00,20.3,32.4,32.4,23.7
02-03T02:00:00,20.3,32.0,32.0,23.2
02-03T03:00:00,20.3,31.6,31.6,22.8
02-03T04:00:00,20.2,31.2,31.2,22.3
02-03T05:00:00,20.1,30.8,30.8,21.9
02-03T06:00:00,20.1,30.5,30.5,21.6
02-03T07:00:00,20.0,30.5,30.5,21.4
02-03T08:00:00,19.9,30.9,30.9,21.6
02-03T09:00:00,20.0,31.7,31.7,22.4
02-03T10:00:00,20.1,33.0,33.0,23.8
02-03T11:00:00,20.3,34.3,34.3,25.7
02-03T12:00:00,20.4,35.5,35.5,27.3
02-03T13:00:00,20.5,36.7,36.7,28.6
02-03T14:00:00,20.5,37.4,37.4,29.5
02-03T15:00:00,20.5,37.7,37.7,29.9
02-03T16:00:00,20.5,37.8,37.8,30.0
02-03T17:00:00,20.7,37.0,37.0,29.1
02-03T18:00:00,20.8,36.3,36.3,28.1
02-03T19:00:00,21.0,35.8,35.8,27.6
02-03T20:00:00,21.0,35.3,35.3,26.9
02-03T21:00:00,20.8,34.7,34.7,26.2
02-03T22:00:00,20.7,34.2,34.2,25.6
02-03T23:00:00,20.7,33.6,33.6,25.1
02-04T00:00:00,21.0,33.1,33.1,24.3
02-04T01:00:00,20.5,32.7,32.7,24.1
02-04T02:00:00,20.5,32.3,32.3,23.6
02-04T03:00:00,20.5,31.9,31.9,23.1
02-04T04:00:00,20.5,31.5,31.5,22.7
02-04T05:00:00,20.4,31.1,31.1,22.3
02-04T06:00:00,20.4,30.8,30.8,21.9
02-04T07:00:00,20.3,30.8,30.8,21.8
02-04T08:00:00,20.2,31.1,31.1,21.9
02-04T09:00:00,20.2,32.0,32.0,22.7
02-04T10:00:00,20.4,33.2,33.2,24.1
02-04T11:00:00,20.6,34.5,34.5,25.9
02-04T12:00:00,20.6,35.8,35.8,27.5
02-04T13:00:00,20.7,36.9,36.9,28.9
02-04T14:00:00,20.7,37.6,37.6,29.8
02-04T15:00:00,20.7,38.0,38.0,30.2
02-04T16:00:00,20.7,38.0,38.0,30.3
02-04T17:00:00,20.9,37.3,37.3,29.3
02-04T18:00:00,21.0,36.5,36.5,28.4
02-04T19:00:00,21.2,36.0,36.0,27.8
02-04T20:00:00,21.2,35.5,35.5,27.2
02-04T21:00:00,21.0,34.9,34.9,26.4
02-04T22:00:00,20.8,34.3,34.3,25.7
02-04T23:00:00,20.7,33.7,33.7,25.2
02-05T00:00:00,20.9,33.2,33.2,24.5
02-05T01:00:00,20.6,32.7,32.7,24.1
02-05T02:00:00,20.5,32.3,32.3,23.6
02-05T03:00:00,20.4,31.9,31.9,23.2
02-05T04:00:00,20.4,31.5,31.5,22.7
02-05T05:00:00,20.3,31.2,31.2,22.3
02-05T06:00:00,20.2,30.8,30.8,21.9
02-05T07:00:00,20.1,30.8,30.8,21.7
02-05T08:00:00,20.1,31.1,31.1,21.8
02-05T09:00:00,20.1,32.0,32.0,22.7
02-05T10:00:00,20.2,33.1,33.1,24.0
02-05T11:00:00,20.4,34.4,34.4,25.8
02-05T12:00:00,20.5,35.7,35.7,27.3
02-05T13:00:00,20.5,36.8,36.8,28.7
02-05T14:00:00,20.6,37.5,37.5,29.6
02-05T15:00:00,20.6,37.9,37.9,30.0
02-05T16:00:00,20.7,37.9,37.9,30.1
02-05T17:00:00,20.9,37.1,37.1,29.1
02-05T18:00:00,21.0,36.4,36.4,28.2
02-05T19:00:00,21.1,35.9,35.9,27.7
02-05T20:00:00,21.1,35.4,35.4,27.0
02-05T21:00:00,20.9,34.8,34.8,26.3
02-05T22:00:00,20.7,34.3,34.3,25.7
02-05T23:00:00,20.7,33.7,33.7,25.0
02-06T00:00:00,20.8,33.1,33.1,24.3
02-06T01:00:00,20.5,32.7,32.7,24.0
02-06T02:00:00,20.4,32.3,32.3,23.4
02-06T03:00:00,20.3,31.8,31.8,23.0
02-06T04:00:00,20.3,31.4,31.4,22.6
02-06T05:00:00,20.2,31.1,31.1,22.1
02-06T06:00:00,20.1,30.7,30.7,21.7
02-06T07:00:00,20.0,30.7,30.7,21.5
02-06T08:00:00,19.9,31.0,31.0,21.7
02-06T09:00:00,20.0,31.9,31.9,22.5
02-06T10:00:00,20.2,33.0,33.0,23.8
02-06T11:00:00,20.4,34.3,34.3,25.5
02-06T12:00:00,20.4,35.5,35.5,27.1
02-06T13:00:00,20.5,36.7,36.7,28.5
02-06T14:00:00,20.5,37.4,37.4,29.4
02-06T15:00:00,20.5,37.7,37.7,29.8
02-06T16:00:00,20.6,37.7,37.7,29.9
02-06T17:00:00,20.7,37.0,37.0,28.9
02-06T18:00:00,20.9,36.3,36.3,28.0
02-06T19:00:00,21.0,35.8,35.8,27.5
02-06T20:00:00,20.9,35.3,35.3,26.8
02-06T21:00:00,20.8,34.7,34.7,26.1
02-06T22:00:00,20.6,34.2,34.2,25.4
02-06T23:00:00,20.6,33.5,33.5,24.7
02-07T00:00:00,20.7,32.9,32.9,24.0
02-07T01:00:00,20.3,32.6,32.6,23.7
02-07T02:00:00,20.2,32.1,32.1,23.2
02-07T03:00:00,20.2,31.7,31.7,22.7
02-07T04:00:00,20.1,31.3,31.3,22.3
02-07T05:00:00,20.0,31.0,31.0,21.9
02-07T06:00:00,19.9,30.7,30.7,21.5
02-07T07:00:00,19.9,30.7,30.7,21.3
02-07T08:00:00,19.8,31.0,31.0,21.6
02-07T09:00:00,19.9,31.8,31.8,22.3
02-07T10:00:00,20.0,33.0,33.0,23.6
02-07T11:00:00,20.2,34.2,34.2,25.4
02-07T12:00:00,20.2,35.4,35.4,26.9
02-07T13:00:00,20.3,36.6,36.6,28.3
02-07T14:00:00,20.3,37.3,37.3,29.2
02-07T15:00:00,20.3,37.7,37.7,29.7
02-07T16:00:00,20.4,37.8,37.8,29.9
02-07T17:00:00,20.6,37.1,37.1,28.9
02-07T18:00:00,20.8,36.3,36.3,28.0
02-07T19:00:00,20.9,35.8,35.8,27.5
02-07T20:00:00,20.8,35.4,35.4,26.9
02-07T21:00:00,20.7,34.8,34.8,26.2
02-07T22:00:00,20.5,34.2,34.2,25.5
02-07T23:00:00,20.5,33.6,33.6,24.8
02-08T00:00:00,20.5,32.9,32.9,24.0
02-08T01:00:00,20.3,32.6,32.6,23.8
02-08T02:00:00,20.2,32.1,32.1,23.2
02-08T03:00:00,20.1,31.7,31.7,22.8
02-08T04:00:00,20.1,31.3,31.3,22.4
02-08T05:00:00,20.0,31.0,31.0,22.0
02-08T06:00:00,20.0,30.7,30.7,21.6
02-08T07:00:00,19.9,30.7,30.7,21.4
02-08T08:00:00,19.8,31.1,31.1,21.6
02-08T09:00:00,19.9,31.9,31.9,22.4
02-08T10:00:00,20.1,33.0,33.0,23.7
02-08T11:00:00,20.2,34.3,34.3,25.5
02-08T12:00:00,20.2,35.5,35.5,27.0
02-08T13:00:00,20.3,36.7,36.7,28.5
02-08T14:00:00,20.3,37.4,37.4,29.4
02-08T15:00:00,20.4,37.9,37.9,29.9
02-08T16:00:00,20.6,37.9,37.9,30.0
02-08T17:00:00,20.8,37.2,37.2,29.0
02-08T18:00:00,21.0,36.4,36.4,28.2
02-08T19:00:00,21.1,35.9,35.9,27.7
02-08T20:00:00,21.1,35.5,35.5,27.1
02-08T21:00:00,20.9,34.9,34.9,26.3
02-08T22:00:00,20.7,34.3,34.3,25.6
02-08T23:00:00,20.7,33.6,33.6,25.0
02-09T00:00:00,20.5,32.9,32.9,24.1
02-09T01:00:00,20.4,32.6,32.6,23.8
02-09T02:00:00,20.3,32.1,32.1,23.2
02-09T03:00:00,20.2,31.7,31.7,22.8
02-09T04:00:00,20.2,31.3,31.3,22.3
02-09T05:00:00,20.0,30.9,30.9,21.9
02-09T06:00:00,20.0,30.6,30.6,21.5
02-09T07:00:00,19.9,30.6,30.6,21.3
02-09T08:00:00,19.8,31.0,31.0,21.6
02-09T09:00:00,20.1,31.9,31.9,22.4
02-09T10:00:00,20.1,33.0,33.0,23.8
02-09T11:00:00,20.3,34.3,34.3,25.5
02-09T12:00:00,20.3,35.5,35.5,27.1
02-09T13:00:00,20.4,36.7,36.7,28.5
02-09T14:00:00,20.3,37.4,37.4,29.4
02-09T15:00:00,20.4,37.8,37.8,30.0
02-09T16:00:00,20.6,37.9,37.9,30.0
02-09T17:00:00,20.7,37.2,37.2,29.0
02-09T18:00:00,21.0,36.4,36.4,28.1
02-09T19:00:00,21.1,35.9,35.9,27.6
02-09T20:00:00,21.0,35.4,35.4,26.9
02-09T21:00:00,20.9,34.8,34.8,26.1
02-09T22:00:00,20.6,34.2,34.2,25.5
02-09T23:00:00,20.6,33.5,33.5,24.8
02-10T00:00:00,20.6,32.9,32.9,24.0
02-10T01:00:00,20.4,32.5,32.5,23.7
02-10T02:00:00,20.2,32.1,32.1,23.1
02-10T03:00:00,20.1,31.6,31.6,22.7
02-10T04:00:00,20.0,31.2,31.2,22.2
02-10T05:00:00,19.8,30.8,30.8,21.7
02-10T06:00:00,19.8,30.5,30.5,21.3
02-10T07:00:00,19.7,30.4,30.4,21.0
02-10T08:00:00,19.7,30.9,30.9,21.3
02-10T09:00:00,19.9,31.7,31.7,22.2
02-10T10:00:00,19.9,32.9,32.9,23.5
02-10T11:00:00,20.0,34.1,34.1,25.2
02-10T12:00:00,20.0,35.4,35.4,26.8
02-10T13:00:00,20.0,36.5,36.5,28.3
02-10T14:00:00,20.0,37.2,37.2,29.1
02-10T15:00:00,20.1,37.7,37.7,29.8
02-10T16:00:00,20.3,37.8,37.8,29.7
02-10T17:00:00,20.5,37.1,37.1,28.8
02-10T18:00:00,20.7,36.3,36.3,28.0
02-10T19:00:00,20.8,35.8,35.8,27.5
02-10T20:00:00,20.8,35.4,35.4,26.8
02-10T21:00:00,20.7,34.7,34.7,26.1
02-10T22:00:00,20.5,34.2,34.2,25.4
02-10T23:00:00,20.5,33.5,33.5,24.8
02-11T00:00:00,20.6,32.9,32.9,24.1
02-11T01:00:00,20.3,32.6,32.6,23.8
02-11T02:00:00,20.2,32.1,32.1,23.2
02-11T03:00:00,20.0,31.7,31.7,22.8
02-11T04:00:00,20.0,31.2,31.2,22.2
02-11T05:00:00,19.8,30.9,30.9,21.8
02-11T06:00:00,19.7,30.6,30.6,21.4
02-11T07:00:00,19.7,30.5,30.5,21.1
02-11T08:00:00,19.7,30.9,30.9,21.4
02-11T09:00:00,19.9,31.8,31.8,22.3
02-11T10:00:00,19.9,33.0,33.0,23.6
02-11T11:00:00,20.1,34.2,34.2,25.3
02-11T12:00:00,20.0,35.4,35.4,26.8
02-11T13:00:00,20.0,36.6,36.6,28.3
02-11T14:00:00,19.9,37.2,37.2,29.1
02-11T15:00:00,20.2,37.8,37.8,29.8
02-11T16:00:00,20.3,37.8,37.8,29.8
02-11T17:00:00,20.5,37.1,37.1,28.8
02-11T18:00:00,20.7,36.3,36.3,28.0
02-11T19:00:00,20.9,35.8,35.8,27.5
02-11T20:00:00,20.8,35.4,35.4,26.8
02-11T21:00:00,20.7,34.7,34.7,26.1
02-11T22:00:00,20.5,34.1,34.1,25.4
02-11T23:00:00,20.5,33.5,33.5,24.8
02-12T00:00:00,20.7,32.9,32.9,24.2
02-12T01:00:00,20.3,32.5,32.5,23.7
02-12T02:00:00,20.1,32.0,32.0,23.2
02-12T03:00:00,20.0,31.7,31.7,22.8
02-12T04:00:00,20.0,31.2,31.2,22.3
02-12T05:00:00,19.8,30.9,30.9,21.9
02-12T06:00:00,19.8,30.6,30.6,21.5
02-12T07:00:00,19.7,30.5,30.5,21.2
02-12T08:00:00,19.8,31.0,31.0,21.5
02-12T09:00:00,20.0,32.0,32.0,22.5
02-12T10:00:00,20.0,33.1,33.1,23.9
02-12T11:00:00,20.2,34.4,34.4,25.6
02-12T12:00:00,20.1,35.6,35.6,27.2
02-12T13:00:00,20.1,36.8,36.8,28.7
02-12T14:00:00,20.0,37.6,37.6,29.6
02-12T15:00:00,20.2,38.1,38.1,30.3
02-12T16:00:00,20.5,38.1,38.1,30.3
02-12T17:00:00,20.6,37.4,37.4,29.3
02-12T18:00:00,20.9,36.7,36.7,28.4
02-12T19:00:00,21.0,36.1,36.1,27.9
02-12T20:00:00,21.1,35.7,35.7,27.3
02-12T21:00:00,21.0,35.1,35.1,26.6
02-12T22:00:00,20.9,34.5,34.5,25.9
02-12T23:00:00,20.9,33.9,33.9,25.4
02-13T00:00:00,21.4,33.5,33.5,25.0
02-13T01:00:00,20.8,32.9,32.9,24.3
02-13T02:00:00,20.6,32.4,32.4,23.8
02-13T03:00:00,20.5,32.1,32.1,23.4
02-13T04:00:00,20.5,31.7,31.7,22.9
02-13T05:00:00,20.3,31.4,31.4,22.6
02-13T06:00:00,20.3,31.1,31.1,22.2
02-13T07:00:00,20.2,31.0,31.0,22.0
02-13T08:00:00,20.3,31.5,31.5,22.3
02-13T09:00:00,20.6,32.5,32.5,23.3
02-13T10:00:00,20.6,33.7,33.7,24.7
02-13T11:00:00,20.8,35.0,35.0,26.5
02-13T12:00:00,20.7,36.2,36.2,28.0
02-13T13:00:00,20.7,37.4,37.4,29.5
02-13T14:00:00,20.6,38.1,38.1,30.3
02-13T15:00:00,20.8,38.7,38.7,31.1
02-13T16:00:00,21.0,38.7,38.7,31.0
02-13T17:00:00,21.1,38.0,38.0,30.0
02-13T18:00:00,21.5,37.1,37.1,29.1
02-13T19:00:00,21.6,36.6,36.6,28.5
02-13T20:00:00,21.6,36.1,36.1,27.9
02-13T21:00:00,21.6,35.5,35.5,27.2
02-13T22:00:00,21.5,34.9,34.9,26.6
02-13T23:00:00,21.5,34.4,34.4,26.0
02-14T00:00:00,22.1,34.0,34.0,25.9
02-14T01:00:00,21.4,33.4,33.4,25.0
02-14T02:00:00,21.2,32.9,32.9,24.3
02-14T03:00:00,21.1,32.5,32.5,24.0
02-14T04:00:00,21.0,32.1,32.1,23.5
02-14T05:00:00,20.9,31.8,31.8,23.2
02-14T06:00:00,20.8,31.5,31.5,22.8
02-14T07:00:00,20.9,31.5,31.5,22.7
02-14T08:00:00,21.0,32.0,32.0,23.0
02-14T09:00:00,21.2,33.0,33.0,24.0
02-14T10:00:00,21.3,34.2,34.2,25.4
02-14T11:00:00,21.4,35.5,35.5,27.1
02-14T12:00:00,21.4,36.8,36.8,28.7
02-14T13:00:00,21.3,37.9,37.9,30.1
02-14T14:00:00,21.2,38.6,38.6,31.0
02-14T15:00:00,21.4,39.2,39.2,31.8
02-14T16:00:00,21.7,39.2,39.2,31.7
02-14T17:00:00,21.7,38.4,38.4,30.7
